id	crop_file	xmin	ymin	xmax	ymax	text	suggested_text	prediction_score	prob	source_image
0	word_000.png	240	383	563	673	Na	Ia	0.000000	0.240793	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
1	word_001.png	577	443	1307	713	pamiątke	B0eeens #) e	0.000000	0.179583	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
2	word_002.png	1327	450	1840	717	prześlicz	2@) ~Qae11	0.000000	0.280732	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
3	word_003.png	157	757	483	967	nego	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
4	word_004.png	560	703	1773	933	niezapomnianego	18020 00 m u2 aueer	0.000000	0.129331	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
5	word_005.png	133	947	393	1107	dla	Q2a	0.000000	0.229275	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
6	word_006.png	433	940	880	1097	mnie	Muauee	0.000000	0.214045	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
7	word_007.png	903	913	1503	1087	wieczoru	W2 Qekdlez	0.000000	0.116454	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
8	word_008.png	1537	933	1663	1073	w	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
9	word_009.png	117	1110	1090	1327	Towarzystwie	WOaeep ^Dsju	0.000000	0.057093	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
10	word_010.png	1177	1070	1677	1317	Czesko	Gzes | [eo	0.000000	0.281483	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
11	word_011.png	117	1333	917	1537	Slovensko	S &v 0u5 '%ao	0.000000	0.055246	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
12	word_012.png	957	1313	1733	1563	Polskiem	J,Q /x Qu<	0.000000	0.086771	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
13	word_013.png	197	1563	303	1730	i	1	0.000000	0.307837	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
14	word_014.png	313	1627	437	1740	z	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
15	word_015.png	480	1567	1030	1817	prośbą	Jye 488	0.000000	0.386354	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
16	word_016.png	1040	1587	1163	1733	o	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
17	word_017.png	1183	1517	1747	1787	pamięć	Qomes €	0.000000	0.121719	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
18	word_018.png	180	1750	900	1990	życzliwą	24€20149	0.000000	0.088436	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
19	word_019.png	450	2023	913	2333	Zofia	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
20	word_020.png	937	2000	1790	2337	Nałkowska	Jad 8e8 0a9	0.000000	0.169706	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
21	word_021.png	197	2260	853	2523	Praha	aha	0.000000	0.894624	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
22	word_022.png	363	2533	547	2727	5	[manual]	0.000000	1.000000	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
23	word_023.png	637	2503	893	2767	Xi	X 1	0.000000	0.477417	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
24	word_024.png	913	2507	1393	2793	1930	9E	0.000000	0.739838	C:\Users\Ivan\Desktop\OCR_ZPI\Listy\Nalkowska\Nalkowska.jpg
